username;date;text;id
iGenomics;2012-09-18 21:14;RT @genetics_blog Compared DESeq and edgeR for RNA-seq/ChIP-seq analysis: http:// gettinggeneticsdone.blogspot.com/2012/09/deseq- vs-edger-comparison.html   #Rstats #Bioinformatics #Bioconductor;248152915276079104
genetics_blog;2012-09-18 13:37;The bench scientist's guide to statistical analysis of RNA-Seq data http://www. biomedcentral.com/1756-0500/5/50 6/abstract  w/ #Rstats #Bioconductor #bioinformatics;248038156589494272
i_314;2012-09-17 01:25;Alzheimer's disease microarray data set available. https:// stat.ethz.ch/pipermail/bioc onductor/2004-July/005399.html  #bioconductor #bioinformatics;247491318052450307
seandavis12;2012-09-14 20:13;New to #bioconductor http:// bioconductor.org/packages/2.11/ bioc/html/OrganismDbi.html  OrganismDbi Software to enable the smooth interfacing;246688135340249088
seandavis12;2012-09-13 20:36;New to #bioconductor http:// bioconductor.org/packages/2.11/ bioc/html/BigMatrix.html  BigMatrix An extension of the bigmemory package with;246331589238341633
GeneSigDB;2012-09-12 20:58;#PLOS : Ten Years of Pathway Analysis: Current Approaches and Outstanding Challenges http:// dx.plos.org/10.1371/journa l.pcbi.1002375  #bioconductor #bioinformatics;245974577753227264
GeneSigDB;2012-09-12 20:56;Gene Set Analysis method  Annotation Enrichment Analysis corrects number GO terms/gene http:// arxiv.org/abs/1208.4127 #bioinformatics #bioconductor;245974247913189377
Bioconductor;2012-09-12 19:44;Course: Advanced #rstats / #Bioconductor Programming, Seattle WA 15-16 October, http:// bit.ly/OqxJjz;245955974299545600
DrDuaneHassane;2012-09-08 12:55;ReQON: a #Bioconductor package for recalibrating quality scores from next-generation sequencing data http:// ow.ly/dyGQl;244403545577771008
genetics_blog;2012-09-06 14:23;Statistics for semi-quantitative MS data? #RStats / #Bioconductor DESeq vignette mentions MS data can be used, but no details.;243701072433127424
MOOCs4U;2012-09-03 17:03;Still can't find the CDCOCA package in #Rstats or #Bioconductor as the authors claim. It's not even @progenetix http:// bquot.com/e57;242653997188669440
fellgernon;2012-08-21 00:22;L. Collado Torres ( #academic ) is online! http:// goo.gl/fb/5S355 #website #r #bioconductor;237691175295922178
seandavis12;2012-08-15 19:02;New to #bioconductor http:// bioconductor.org/packages/2.11/ bioc/html/networkBMA.html  networkBMA Regression-based network inference using;235798553342132225
seandavis12;2012-08-14 00:46;New to #bioconductor http:// bioconductor.org/packages/2.11/ bioc/html/synapter.html  synapter Label-free data analysis pipeline for optimal;235160450885632000
macmanes;2012-08-10 21:12;Giving the #Rstats #Bioconductor package EBcoexpress a try. It's using 15Gb of RAM as of now, maybe should try smallish dataset 1st..;234019291450707968
rmflight;2012-08-01 13:19;Learned my lesson. ALWAYS run build and check before commiting to #bioconductor server, even if tests worked #rstats;230638997716742144
rnomics;2012-07-31 18:26;RT @bffo : RT @notSoJunkDNA : "easy#RNASeq: a #bioconductor package for processing ##RNA -Seq... http:// bit.ly/QWFfxQ #phylogenomics_gen @MyEN;230353664873730048
notSoJunkDNA;2012-07-31 17:26;"easyRNASeq: a #bioconductor package for processing #RNA -Seq data" from Delhomme et al. http:// bioinformatics.oxfordjournals.org/cgi/content/lo ng/bts477v1  and http:// bioconductor.org/packages/relea se/bioc/html/easyRNASeq.html ;230338749597376512
seandavis12;2012-07-25 04:07;My tutorial on accessing public omics data using R and #bioconductor at #bioc2012 http:// watson.nci.nih.gov/~sdavis/tutori als/publicdatatutorial/ ;227963138228760576
tokybo;2012-07-24 17:16;#BioC2012 Shah presents inference of tumor evolution using allele frequency, CNV state, LOH, cellularity http:// ow.ly/csMzq #bioconductor;227799512293457921
tokybo;2012-07-24 16:18;#BioC2012 about to start after an exciting developer day #bioconductor;227784954652807169
genetics_blog;2012-07-22 00:51;Differential Binding of Transcription Factor with ChIP-seq #rstats #bioconductor http:// bioconductor.org/packages/2.11/ bioc/html/DBChIP.html  via @seandavis12 #bioinformatics;226826750183739392
seandavis12;2012-07-21 19:56;New to #bioconductor http:// bioconductor.org/packages/2.11/ bioc/html/bsseq.html  bsseq Analyze, manage and store bisulfite sequencing data;226752634168684544
brent_p;2012-07-19 17:49;I'm going to #bioconductor BioC conference: https:// secure.bioconductor.org/BioC2012/ should learn a lot.;225995705410523136
ResearchProcess;2012-07-15 16:29;* #RPackages - a custom #search engine for #R #packages under #CRAN and #bioconductor *  This thing is so https:// plus.google.com/10626803236449 7388036/posts/HYV5SnbypSi ;224526215812349954
i_314;2012-07-14 18:47;Advanced Genomic Data Mining. Full Text PDF: http://www. ploscompbiol.org/article/info%3 Adoi%2F10.1371%2Fjournal.pcbi.1000121  #bioconductor #rstats #datamining;224198507207213056
vsbuffalo;2012-07-11 21:31;@genetics_blog Why not use ggbio? http:// bit.ly/MllbVJ #bioconductor;223152674391064576
rguha;2012-07-09 20:25;are there any #bioconductor packages that handle the EDS file format from the ABI ViiA 7 qPCR platform? #rstats #bioinformatics;222411282907791360
Mondongho;2012-07-07 19:38;Counting cells under with R package EBImage image processing package http:// bit.ly/NeITE4 Automated cell phenotyping. #bioconductor;221674533315289088
rguha;2012-07-06 05:32;to the bioinfo tweeps: recommendations for #bioconductor packages for analysis of taqman qPCR data? Found 5 so far ...;221099208709644288
notSoJunkDNA;2012-07-05 20:55;@bioinfosm if you're into #Bioconductor take a look at http://www. bioconductor.org/help/course-ma terials/2011/CSAMA/Friday/Afternoon%20Labs/LiebermanAidenHiC2009.pdf ;220969097020719107
seandavis12;2012-07-04 20:10;New to #bioconductor http:// bioconductor.org/packages/2.11/ bioc/html/synapter.html  synapter Label-free data analysis pipeline for optimal;220595335758749696
genetics_blog;2012-07-04 20:09;Anyone used the Gene Set Variation Analysis #Rstats #Bioconductor package? http://www. sagebase.org/research/gsva. php  #bioinformatics;220595228304883713
rnomics;2012-07-02 19:18;RT @vsbuffalo : Cool, qrqc is featured in the May 2012 #Bioconductor course, both in the... http:// bit.ly/P0ZfEg #phylogenomics_gen @MyEN;219857541864239105
vsbuffalo;2012-07-02 18:58;TIL about the useDevel() function in BiocInstaller. Very cool. #bioconductor;219852494447194112
genetics_blog;2012-06-29 08:31;RGalaxy: Wrap #Rstats Functions as Tools http:// bit.ly/MboXnA #bioinformatics #bioconductor #usegalaxy;218607707773599744
bergmanlab;2012-06-27 21:16;MT @seandavis12 : New to #bioconductor "RGalaxy: Make an R function available in the Galaxy web platform" ( http:// bit.ly/MAPbyw ) #usegalaxy;218075248174698496
Bioconductor;2012-06-27 19:42;New Community Contributed Help Resources page is available on #Bioconductor website. Thanks to contributors! http:// bioconductor.org/help/community/;218051792632676352
seandavis12;2012-06-27 19:41;New to #bioconductor http:// bioconductor.org/packages/2.11/ bioc/html/RGalaxy.html  RGalaxy Make an R function available in the Galaxy web;218051490785402881
genetics_blog;2012-06-20 11:37;Repitools - #Rstats / #Bioconductor toolset for epigenomic data. http://www. bioconductor.org/packages/devel /bioc/html/Repitools.html ;215392802991910912
seandavis12;2012-06-11 20:21;New to #bioconductor http:// bioconductor.org/packages/2.11/ bioc/html/ddgraph.html  ddgraph Distinguish direct and indirect interactions with;212263231371223040
notSoJunkDNA;2012-06-07 18:54;great class on Statistical Genomics on youtube (6 videos), from @rafalab #bioconductor #RNAseq http://www. youtube.com/user/RafalabCh annel ;210791809109073922
seandavis12;2012-06-06 19:58;New to #bioconductor http:// bioconductor.org/packages/2.11/ bioc/html/FunciSNP.html  FunciSNP Integrating Functional Non-coding Datasets with;210445530201993216
onertipaday;2012-06-06 11:10;RT @alegonbel : #bioconductor code search http:// search.bioconductor.jp / #rstats;210312646531100672
alegonbel;2012-06-05 23:20;#bioconductor code search http:// search.bioconductor.jp /;210134005587247106
bffo;2012-06-04 21:11;Ready for #cbwmda #rstat #bioinformatics #bioconductor http:// bioinformatics.ca/workshops/micr oarray-workshop  pic.twitter.com/dbj4RkwJ;209739103795810304
notSoJunkDNA;2012-06-04 20:59;To install DEXSeq on Amazon Cloud, choose 'R CMD INSTALL ' method, not biocLite. Don't ask me why! #bioconductor #rstats #aws;209736270396669954
FelipeRiveroll;2012-05-26 16:53;A heatmap to look a relationship between GO categories based on the amount of gene shared http:// brainchronicle.blogspot.mx/2012/05/anothe r-look-at-over-representation.html  #bioconductor #GO;206412630531903488
moorejh;2012-05-26 13:26;#rstats #genetics #bioinformatics MT @westr @mndoci @prismatic Using #Bioconductor to Analyze your @23andme Data http:// prsm.tc/MCJ2hq #pm101;206360715165044736
C_IMT;2012-05-23 17:42;R.Scheuerman:Ressources like Immport and #Bioconductor are working toward making these tools accessible to immunologists #cimt2012;205337936051449857
moorejh;2012-05-21 21:22;#rstats #bioinformatics RT @cytoscape graphite - a #Bioconductor package to convert pathway topology to gene network http://www. biomedcentral.com/1471-2105/13/20;204668635086725120
genetics_blog;2012-05-20 17:44;Using the cufflinks GTF in DEXSeq for RNA-Seq? http:// seqanswers.com/forums/showthr ead.php?t=20193  #bioinformatics #Rstats #bioconductor;204251364585508864
daweonline;2012-05-14 13:08;need help on #rsamtools #r #bioconductor;202007540865843201
aefrieden;2012-05-11 00:07;In Dallas then to louisiana, had a great design breakthrough on the plane! #perl #bioconductor;200723847127900161
seandavis12;2012-05-08 05:15;New to #bioconductor http:// bioconductor.org/packages/2.11/ bioc/html/exomeCopy.html  exomeCopy Copy number variant detection from exome;199714083061235713
i_314;2012-05-03 16:45;Using #Bioconductor to Analyze your @23andMe Data. http://www. vincebuffalo.com/notes/2012/03/ 12/23andme-bioconductor.html ;198075928390287360
i_314;2012-05-03 13:34;beadarray package for #bioconductor . Quality assessment and low-level analysis for @illumina BeadArray data. http://www. bioconductor.org/packages/2.9/b ioc/html/beadarray.html ;198027659274485761
seandavis12;2012-05-02 00:16;New to #bioconductor http:// bioconductor.org/packages/2.11/ bioc/html/cancerclass.html  cancerclass Development and validation of diagnostic;197464452906491904
ChristophChamp;2012-04-26 08:41;#Bioconductor 2.10 release http:// bit.ly/I6O8AW;195417371635232768
bffo;2012-04-23 21:32;new NCBI youtube video: geo2r http:// youtu.be/EUPmGWS8ik0 geo2r page: http:// 1.usa.gov/Ia1TDF #rstat #bioconductor #bioinformatics;194524050490523648
seandavis12;2012-04-21 00:39;New to #bioconductor http:// bioconductor.org/packages/2.11/ bioc/html/ddgraph.html  ddgraph Direct and indirect interactions with Graphical;193484041922691072
Bioconductor;2012-04-19 21:10;new to #bioconductor http:// bioconductor.org/packages/2.11/ bioc/html/motifRG.html  motifRG A package for;193069141077397504
i_314;2012-04-16 21:43;Interesting discussion on how to apply randomForest to microarray analysis in #rstats #bioconductor http:// comments.gmane.org/gmane.science. biology.informatics.conductor/39631  #bioinformatics;191990335071723522
MOOCs4U;2012-04-16 12:42;Tell me about #Bioconductor or R packages for analysing Copy Number V ariants in SNParray data. #bioinformatics;191853978663923713
Bioconductor;2012-04-09 18:56;Course: #rstats / #Bioconductor for High-throughput Sequence Analysis, May 10-11, Seattle, WA http:// bit.ly/Hs0DH3;189411443555303425
BioStarQuestion;2012-04-07 21:23;#Bioconductor #quantsmooth prepareGenomePlot for #mouse data http:// goo.gl/fb/9tuPD #graphs #genome;188723812651646976
genetics_blog;2012-04-05 14:27;Detecting differential usage of exons from RNA-Seq data (DEXSeq) http:// precedings.nature.com/documents/6837 /version/2/files/npre20126837-2.pdf  #Rstats #bioinformatics #bioconductor;187894173465198592
herrtschmidt;2012-04-04 23:10;Is there any #bioconductor package using the uniprot mapping table  or should I build some?;187663402292887552
BioStarQuestion;2012-04-03 23:13;Has anyone successfully used the #Bioconductor #ShortRead package to read in #PacBio read alignments, in SAM/ #BAM  http:// goo.gl/fb/whGze;187301765052497920
Bioconductor;2012-04-03 03:05;#BioC2012 speakers list coming together! https:// secure.bioconductor.org/BioC2012/ #Bioconductor;186997879402020864
Bioconductor;2012-04-03 03:02;#Bioconductor 2.10 is released! http:// bioconductor.org/news/bioc_2_10 _release/ ;186997046203527168
seandavis12;2012-03-29 20:34;New to #bioconductor categoryCompare - Meta-analysis of high-throughput experiments using feature annotations: Calculates significant;185449922194182144
mtwolfinger;2012-03-29 10:14;See this excellent "HT Sequence Analysis with #R and #Bioconductor " resource: http:// bit.ly/autUEx #NGS #bioinformatics;185293832601088000
BioStarQuestion;2012-03-29 07:00;Your thoughts on a "standard" pipeline to process #Illumina 450K data http:// goo.gl/fb/zmesv #methylation #microarray #bioconductor;185244954736590848
herrtschmidt;2012-03-28 21:15;What should I read  to get a good start about gene set enrichment analysis #bioconductor;185097862512787457
BioStarQuestion;2012-03-26 18:55;What table of coordinates is used for "minor" bands in paintCytobands from quantsmooth from #Bioconductor ? http:// goo.gl/fb/DshSF #ideogram;184337716153032706
BioStarQuestion;2012-03-24 14:07;Softwares for simple #statistics of #bed files http:// goo.gl/fb/f3iui #r #bioconductor;183555745067962369
i_314;2012-03-22 02:13;InSilico DB query engine for genomics samples information. http:// insilico.ulb.ac.be/browse Download datasets for using #rstats #bioconductor .;182651256538533888
i_314;2012-03-19 19:29;HIV-1 Subtype C Sequence Datasets http://www. bioafrica.net/subtype/subC/H IVsequences.html  Good datasets to practice #rstats and #bioconductor skills.;181824632360411136
genetics_blog;2012-03-14 15:35;Video Tip: Convert Gene IDs with Biomart http:// gettinggeneticsdone.blogspot.com/2012/03/video- tip-convert-gene-ids-with-biomart.html  #Rstats #Bioconductor #Ensembl;179953984843423746
drng;2012-03-10 03:09;I have succumbed to R #Bioinformatics #limma #Bioconductor;178316672392904704
seandavis12;2012-03-05 18:46;New to #bioconductor exomeCopy - CNV detection from exome sequencing read depth: Detection of copy number variants (CNV) from exome;176740409349910528
aefrieden;2012-03-01 01:21;You could garner a lot if attention if you made a good #bioconductor video series;175028035962155008
seandavis12;2012-02-28 23:34;Aedin Culhane speaking about exploratory data analysis using #rstats and #bioconductor http:// bcb.dfci.harvard.edu/~aedin/courses /Seattle2012/ ;174638529534640128
rvidal;2012-02-27 18:55;Taking a good look at cghMCR. Anyone here every give it a try? #bioconductor #rstats;174206064118603776
seandavis12;2012-02-27 17:34;In Seattle at the https:// secure.bioconductor.org/SeattleFeb12/ advanced #rstats #bioconductor course using #ami to host image of Bioconductor;174185526939762688
aefrieden;2012-02-25 00:39;does anyone know a good #bioconductor video series?;173205328731713538
loyalgoff;2012-02-19 21:53;cummeRbund v1.1.3 released. Can be downloaded at http:// bit.ly/uyqxnL #Rstats #Bioconductor #rnaseq #cummeRbund;171351808239861761
karthikkn;2012-02-18 18:21;Where can I get free lectures on #Bioconductor ? #help;170935945087033345
genetics_blog;2012-02-17 18:35;#Bioconductor (dev) package: easyRNASeq - count summarization & normalization for RNA-seq Data http://www. bioconductor.org/packages/devel /bioc/html/easyRNASeq.html  #Rstats #Bioinformatics;170577245180669953
BioStarQuestion;2012-02-15 20:25;gene to #goslim mapping http:// goo.gl/fb/F6jjc #geneontology #goseq #r #bioconductor;169880043135315970
BernardBlackBFX;2012-02-15 11:25;Unwinding with a bottle of red, seqanswers, biostar and the #bioconductor mailing list #bioinformatics #rstats;169744244427329536
genetics_blog;2012-02-14 21:53;Discussion on SeqAnswers and #Bioconductor mailing list about merits of cufflinks vs DESeq http:// seqanswers.com/forums/showthr ead.php?t=17678  #rstats #bioinformatics;169539906379587584
seandavis12;2012-02-14 16:03;New to #bioconductor CNAnorm - A normalization method for Copy Number Aberration in cancer samples: Performs ratio, GC content correction;169451598542680065
neilfws;2012-02-12 23:25;Whoever wrote the documentation for IlluminaHumanMethylation450k.db really should have mentioned toTable() #bioconductor;168838259483484160
seandavis12;2012-02-11 11:58; @neilfws : Limma user guide: shining (rare) example of good R/Bioconductor documentation - http:// bit.ly/zmeU6U (PDF) +1 #bioconductor;168302859266433025
rnomics;2012-02-05 09:05;RT @BioStarQuestion : #AgiMicroRna #Package in #R / #Bioconductor http:// goo.gl/fb/nBXgF #mirna http:// bit.ly/xO3Izt #rnomics -bioinfo @MyEN;166084906714279937
BioStarQuestion;2012-02-02 14:41;Updated #affy : ReadAffy has changed and breaks my pipeline! http:// goo.gl/fb/nwt6Z #bioconductor #affymetrix;165082514648608768
BioStarQuestion;2012-02-01 11:31;Compare individual nucleotides from two sequences http:// goo.gl/fb/GX6Ye #r #biostring #bioconductor #sequence #comparison;164672138605891584
genetics_blog;2012-01-30 19:16;#Bioconductor / #Rstats package: Signaling Pathway Impact Analysis (SPIA) http://www. bioconductor.org/packages/relea se/bioc/html/SPIA.html  #bioinformatics @myen;164064479900991488
microbe89;2012-01-30 17:04;New post: Subsetting ranged data with its values Example subset... http:// goo.gl/nWSam #Bioconductor #Bioinformatics;164031154540920832
caseybergman;2012-01-28 17:11;@gilbertjacka - try #bioconductor SRAdb  package to access metadata ( http:// bit.ly/wTArCz );163308234927652864
caseybergman;2012-01-27 21:53;@hlapp - for SRA meta-data that is there, #bioconductor SRAdb is real time-saver ( http:// bit.ly/wTArCz ) #ncbi;163016774516867072
seandavis12;2012-01-26 01:20;New to #bioconductor RedeR - Bridging the gap between hierarchical network representation and functional analysis.: RedeR is an R-based;162344056595292160
seandavis12;2012-01-22 00:23;New to #bioconductor cummeRbund - Analysis, exploration, manipulation, and visualization of Cufflinks high-throughput sequencing data;160880150639161344
geoffjentry;2012-01-20 18:59;CNA() function in DNAcopy sorts chroms alphabetically. Blarg. #rstats #bioconductor;160436336732536836
aefrieden;2012-01-20 13:21;@JVJAI are we scrapping #bioconductor ?;160351163282231296
genetics_blog;2012-01-17 18:19;Annotating limma Results with Gene Names for Affy Microarrays http:// gettinggeneticsdone.blogspot.com/2012/01/annota ting-limma-results-with-gene.html  #rstats #bioinformatics #bioconductor;159339001843687424
BioStarQuestion;2012-01-16 18:09;#Bioconductor : package "is not available" http:// goo.gl/fb/LD7do #r;158974292716040192
BioStarQuestion;2012-01-15 10:21;normalize CEL files and identify differentially expressed genes (i.e.down-regulated) in tumor samples http:// goo.gl/fb/YIOuh #bioconductor;158493910967128064
rnomics;2012-01-04 16:11;htSeqTools  Quality Control, Visualization and Processing... http:// bit.ly/AAA60g #Data_Analysis #Other_Tools #bioconductor #RNA -seq @MyEN;154595729183223808
